Row Labels,Sum of usa_gross_profit,Sum of usa_gross_income,Sum of budget,Sum of avg_vote,Year,Row Labels,
Wreck-It Ralph,24422889,189422889,165000000,7.7,2012,Wreck-It Ralph,
House at the End of the Street,21611916,31611916,10000000,5.6,2012,House at the End of the Street,
Jack Reacher,20070736,80070736,60000000,7,2012,Jack Reacher,
Chernobyl Diaries,17119640,18119640,1000000,5,2012,Chernobyl Diaries,
Escape from Planet Earth,17012977,57012977,40000000,5.9,2012,Escape from Planet Earth,
The Three Stooges,14338224,44338224,30000000,5.1,2012,The Three Stooges,
Hit and Run,11749300,13749300,2000000,6.1,2012,Hit and Run,
Mud,11590086,21590086,10000000,7.4,2012,Mud,
Lawless,11400127,37400127,26000000,7.3,2012,Lawless,
Beasts of the Southern Wild,10995746,12795746,1800000,7.3,2012,Beasts of the Southern Wild,
Spring Breakers,9124284,14124284,5000000,5.3,2012,Spring Breakers,
American Reunion,7011521,57011521,50000000,6.7,2012,American Reunion,
The Place Beyond the Pines,6403519,21403519,15000000,7.3,2012,The Place Beyond the Pines,
Trouble with the Curve,5763137,35763137,30000000,6.8,2012,Trouble with the Curve,
The Words,5494838,11494838,6000000,7,2012,The Words,
The Sessions,5002451,6002451,1000000,7.2,2012,The Sessions,
The Perks of Being a Wallflower,4742948,17742948,13000000,8,2012,The Perks of Being a Wallflower,
Here Comes the Boom,3290318,45290318,42000000,6.4,2012,Here Comes the Boom,
Safety Not Guaranteed,3260957,4010957,750000,7,2012,Safety Not Guaranteed,
The Company You Keep,3133027,5133027,2000000,6.4,2012,The Company You Keep,
Savages,2382068,47382068,45000000,6.5,2012,Savages,
Step Up Revolution,2074677,35074677,33000000,6.4,2012,Step Up Revolution,
Sleepwalk with Me,1266067,2266067,1000000,6.8,2012,Sleepwalk with Me,
What to Expect When You're Expecting,1152203,41152203,40000000,5.7,2012,What to Expect When You're Expecting,
Robot & Frank,825038,3325038,2500000,7.1,2012,Robot & Frank,
The Man with the Iron Fists,634090,15634090,15000000,5.4,2012,The Man with the Iron Fists,
"For a Good Time, Call...",401749,1251749,850000,6,2012,"For a Good Time, Call...",
Compliance,49285,319285,270000,6.4,2012,Compliance,
Killing Them Softly,26056,15026056,15000000,6.2,2012,Killing Them Softly,
Seven Psychopaths,24049,15024049,15000000,7.2,2012,Seven Psychopaths,
Smashed,-123403,376597,500000,6.8,2012,Smashed,
The Lords of Salem,-334118,1165882,1500000,5.1,2012,The Lords of Salem,
It's a Disaster,-439182,60818,500000,6.4,2012,It's a Disaster,
Brake,-495124,4876,500000,6.1,2012,Brake,
The Collection,-657942,6842058,7500000,6.1,2012,The Collection,
The Brass Teapot,-893003,6997,900000,6.4,2012,The Brass Teapot,
The Five-Year Engagement,-1164472,28835528,30000000,6.2,2012,The Five-Year Engagement,
Liberal Arts,-1672655,327345,2000000,6.7,2012,Liberal Arts,
The First Time,-1977164,22836,2000000,6.8,2012,The First Time,
Bachelorette,-2552046,447954,3000000,5.3,2012,Bachelorette,
No One Lives,-2825082,74918,2900000,6,2012,No One Lives,
The Guilt Trip,-2865785,37134215,40000000,5.7,2012,The Guilt Trip,
Seeking a Friend for the End of the World,-2921262,7078738,10000000,6.7,2012,Seeking a Friend for the End of the World,
ATM,-2996990,3010,3000000,4.7,2012,ATM,
Prometheus,-3522916,126477084,130000000,7,2012,Prometheus,
People Like Us,-3565222,12434778,16000000,7.1,2012,People Like Us,
Frankenweenie,-3708932,35291068,39000000,6.9,2012,Frankenweenie,
ParaNorman,-3996949,56003051,60000000,7,2012,ParaNorman,
Arbitrage,-4080426,7919574,12000000,6.6,2012,Arbitrage,
Fun Size,-4590462,9409538,14000000,5.4,2012,Fun Size,
Piranha 3DD,-4623488,376512,5000000,3.7,2012,Piranha 3DD,
What Maisie Knew,-4933529,1066471,6000000,7.4,2012,What Maisie Knew,
The Dictator,-5349778,59650222,65000000,6.4,2012,The Dictator,
Ruby Sparks,-5459894,2540106,8000000,7.2,2012,Ruby Sparks,
Lockout,-5673136,14326864,20000000,6.1,2012,Lockout,
Maniac,-5968919,31081,6000000,6.1,2012,Maniac,
Promised Land,-7402102,7597898,15000000,6.6,2012,Promised Land,
Underworld Awakening,-7678961,62321039,70000000,6.4,2012,Underworld Awakening,
The Iceman,-8030807,1969193,10000000,6.8,2012,The Iceman,
The Campaign,-8092254,86907746,95000000,6.1,2012,The Campaign,
Red Tails,-8123623,49876377,58000000,5.9,2012,Red Tails,
Disconnect,-8563100,1436900,10000000,7.5,2012,Disconnect,
Alex Cross,-9111588,25888412,35000000,5.1,2012,Alex Cross,
Hitchcock,-9691323,6008677,15700000,6.8,2012,Hitchcock,
The Raven,-9991728,16008272,26000000,6.4,2012,The Raven,
Universal Soldier: Day of Reckoning,-9994540,5460,10000000,5,2012,Universal Soldier: Day of Reckoning,
This Means War,-10239209,54760791,65000000,6.3,2012,This Means War,
Stand Up Guys,-11689969,3310031,15000000,6.5,2012,Stand Up Guys,
The Bourne Legacy,-11796130,113203870,125000000,6.7,2012,The Bourne Legacy,
The Paperboy,-11806714,693286,12500000,5.8,2012,The Paperboy,
Deadfall,-11933649,66351,12000000,6.3,2012,Deadfall,
The Apparition,-12063181,4936819,17000000,4.1,2012,The Apparition,
Safe,-12857920,17142080,30000000,6.5,2012,Safe,
One for the Money,-13585473,26414527,40000000,5.3,2012,One for the Money,
Chasing Mavericks,-13997244,6002756,20000000,7.2,2012,Chasing Mavericks,
Snow White and the Huntsman,-14667619,155332381,170000000,6.1,2012,Snow White and the Huntsman,
Premium Rush,-14724554,20275446,35000000,6.5,2012,Premium Rush,
The Expendables 2,-14971808,85028192,100000000,6.6,2012,The Expendables 2,
The Master,-15622726,16377274,32000000,7.2,2012,The Master,
The Cold Light of Day,-16236417,3763583,20000000,4.9,2012,The Cold Light of Day,
The Oogieloves in the Big Balloon Adventure,-18934093,1065907,20000000,2.1,2012,The Oogieloves in the Big Balloon Adventure,
Big Miracle,-19842700,20157300,40000000,6.5,2012,Big Miracle,
Mirror Mirror,-20064833,64935167,85000000,5.6,2012,Mirror Mirror,
Red Dawn,-20193217,44806783,65000000,5.4,2012,Red Dawn,
A Thousand Words,-21549873,18450127,40000000,5.9,2012,A Thousand Words,
Playing for Keeps,-21896728,13103272,35000000,5.7,2012,Playing for Keeps,
Resident Evil: Retribution,-22654469,42345531,65000000,5.4,2012,Resident Evil: Retribution,
Man on a Ledge,-23380000,18620000,42000000,6.6,2012,Man on a Ledge,
The Pirates! In an Adventure with Scientists!,-23948874,31051126,55000000,6.7,2012,The Pirates! In an Adventure with Scientists!,
On the Road,-24255704,744296,25000000,6.1,2012,On the Road,
Lo imposible,-25980118,19019882,45000000,7.6,2012,Lo imposible,
Lay the Favorite,-26329002,20998,26350000,4.8,2012,Lay the Favorite,
Abraham Lincoln: Vampire Hunter,-31480861,37519139,69000000,5.9,2012,Abraham Lincoln: Vampire Hunter,
The Watch,-32647000,35353000,68000000,5.7,2012,The Watch,
That's My Boy,-33068911,36931089,70000000,5.5,2012,That's My Boy,
Stolen,-34695682,304318,35000000,5.5,2012,Stolen,
Bullet to the Head,-35510171,9489829,45000000,5.7,2012,Bullet to the Head,
Rock of Ages,-36481387,38518613,75000000,5.9,2012,Rock of Ages,
Dredd,-36585286,13414714,50000000,7.1,2012,Dredd,
Rise of the Guardians,-41587242,103412758,145000000,7.3,2012,Rise of the Guardians,
Men in Black 3,-45979146,179020854,225000000,6.8,2012,Men in Black 3,
Total Recall,-66122031,58877969,125000000,6.3,2012,Total Recall,
Wrath of the Titans,-66329917,83670083,150000000,5.7,2012,Wrath of the Titans,
Dark Shadows,-70272851,79727149,150000000,6.2,2012,Dark Shadows,
Cloud Atlas,-74891728,27108272,102000000,7.4,2012,Cloud Atlas,
Battleship,-143577375,65422625,209000000,5.8,2012,Battleship,
John Carter,-176921900,73078100,250000000,6.6,2012,John Carter,
The Hunger Games: Catching Fire,294668047,424668047,130000000,7.5,2013,The Hunger Games: Catching Fire,
Despicable Me 2,292065385,368065385,76000000,7.3,2013,Despicable Me 2,
Frozen,250738009,400738009,150000000,7.4,2013,Frozen,
Iron Man Three,209013994,409013994,200000000,7.2,2013,Iron Man Three,
Gravity,174092705,274092705,100000000,7.7,2013,Gravity,
The Conjuring,117400141,137400141,20000000,7.5,2013,The Conjuring,
The Heat,116582188,159582188,43000000,6.6,2013,The Heat,
We're the Millers,113394119,150394119,37000000,7,2013,We're the Millers,
American Hustle,110117807,150117807,40000000,7.2,2013,American Hustle,
Identity Thief,99506920,134506920,35000000,5.7,2013,Identity Thief,
Bad Grandpa,87003019,102003019,15000000,6.5,2013,Bad Grandpa,
The Butler,86632095,116632095,30000000,7.2,2013,The Butler,
Lone Survivor,85095601,125095601,40000000,7.5,2013,Lone Survivor,
Furious 6,78679850,238679850,160000000,7.1,2013,Furious 6,
Insidious: Chapter 2,78586447,83586447,5000000,6.6,2013,Insidious: Chapter 2,
Anchorman 2: The Legend Continues,77352707,127352707,50000000,6.3,2013,Anchorman 2: The Legend Continues,
This Is the End,69470202,101470202,32000000,6.6,2013,This Is the End,
Monsters University,68492764,268492764,200000000,7.3,2013,Monsters University,
Man of Steel,66045518,291045518,225000000,7,2013,Man of Steel,
The Purge,61473115,64473115,3000000,5.7,2013,The Purge,
42,55020213,95020213,40000000,7.5,2013,42,
Grown Ups 2,53668525,133668525,80000000,5.4,2013,Grown Ups 2,
The Best Man Holiday,53525195,70525195,17000000,6.7,2013,The Best Man Holiday,
The Croods,52168425,187168425,135000000,7.2,2013,The Croods,
Captain Phillips,52100855,107100855,55000000,7.8,2013,Captain Phillips,
Saving Mr. Banks,48301580,83301580,35000000,7.5,2013,Saving Mr. Banks,
Safe Haven,43349120,71349120,28000000,6.7,2013,Safe Haven,
Now You See Me,42723989,117723989,75000000,7.3,2013,Now You See Me,
Cloudy with a Chance of Meatballs 2,41793567,119793567,78000000,6.4,2013,Cloudy with a Chance of Meatballs 2,
Planes,40288712,90288712,50000000,5.7,2013,Planes,
The Great Gatsby,39840419,144840419,105000000,7.2,2013,The Great Gatsby,
The Call,38872378,51872378,13000000,6.7,2013,The Call,
Star Trek Into Darkness,38778661,228778661,190000000,7.7,2013,Star Trek Into Darkness,
A Haunted House,37541683,40041683,2500000,5,2013,A Haunted House,
Evil Dead,37239856,54239856,17000000,6.5,2013,Evil Dead,
12 Years a Slave,36671993,56671993,20000000,8.1,2013,12 Years a Slave,
Thor: The Dark World,36362140,206362140,170000000,6.9,2013,Thor: The Dark World,
Last Vegas,35914167,63914167,28000000,6.6,2013,Last Vegas,
The Hobbit: The Desolation of Smaug,33366855,258366855,225000000,7.8,2013,The Hobbit: The Desolation of Smaug,
Warm Bodies,31380662,66380662,35000000,6.9,2013,Warm Bodies,
Olympus Has Fallen,28925640,98925640,70000000,6.5,2013,Olympus Has Fallen,
Snitch,27930462,42930462,15000000,6.4,2013,Snitch,
Philomena,25709979,37709979,12000000,7.6,2013,Philomena,
Pain & Gain,23875291,49875291,26000000,6.4,2013,Pain & Gain,
Oculus,22695246,27695246,5000000,6.5,2013,Oculus,
Dallas Buyers Club,22298285,27298285,5000000,8,2013,Dallas Buyers Club,
Don Jon,21477704,24477704,3000000,6.5,2013,Don Jon,
Oz the Great and Powerful,19911825,234911825,215000000,6.3,2013,Oz the Great and Powerful,
The Wolf of Wall Street,16900694,116900694,100000000,8.2,2013,The Wolf of Wall Street,
The Way Way Back,16506546,21506546,5000000,7.4,2013,The Way Way Back,
Blue Jasmine,15405481,33405481,18000000,7.3,2013,Blue Jasmine,
Fruitvale Station,15201339,16101339,900000,7.5,2013,Fruitvale Station,
Prisoners,15002302,61002302,46000000,8.1,2013,Prisoners,
2 Guns,14612460,75612460,61000000,6.7,2013,2 Guns,
Texas Chainsaw 3D,14341945,34341945,20000000,4.8,2013,Texas Chainsaw 3D,
Dark Skies,13918667,17418667,3500000,6.3,2013,Dark Skies,
August: Osage County,12738810,37738810,25000000,7.2,2013,August: Osage County,
21 & Over,12682380,25682380,13000000,5.8,2013,21 & Over,
The Wolverine,12556852,132556852,120000000,6.7,2013,The Wolverine,
World War Z,12359711,202359711,190000000,7,2013,World War Z,
Scary Movie 5,12015787,32015787,20000000,3.5,2013,Scary Movie 5,
The Last Exorcism Part II,10179302,15179302,5000000,4,2013,The Last Exorcism Part II,
Enough Said,9550872,17550872,8000000,7,2013,Enough Said,
The Hangover Part III,9200072,112200072,103000000,5.8,2013,The Hangover Part III,
Begin Again,8170632,16170632,8000000,7.4,2013,Begin Again,
Epic,7518682,107518682,100000000,6.7,2013,Epic,
The Family,6918811,36918811,30000000,6.3,2013,The Family,
The World's End,6004851,26004851,20000000,7,2013,The World's End,
Hansel & Gretel: Witch Hunters,5703475,55703475,50000000,6.1,2013,Hansel & Gretel: Witch Hunters,
Nebraska,5654912,17654912,12000000,7.7,2013,Nebraska,
Carrie,5266619,35266619,30000000,5.9,2013,Carrie,
Before Midnight,5114627,8114627,3000000,7.9,2013,Before Midnight,
Admission,5007317,18007317,13000000,5.7,2013,Admission,
Delivery Man,4664106,30664106,26000000,6.4,2013,Delivery Man,
The Spectacular Now,4354611,6854611,2500000,7.1,2013,The Spectacular Now,
Jobs,4131410,16131410,12000000,5.9,2013,Jobs,
Riddick,4025135,42025135,38000000,6.4,2013,Riddick,
Movie 43,2840453,8840453,6000000,4.3,2013,Movie 43,
Her,2568251,25568251,23000000,8,2013,Her,
The Book Thief,2488481,21488481,19000000,7.6,2013,The Book Thief,
Inside Llewyn Davis,2235319,13235319,11000000,7.5,2013,Inside Llewyn Davis,
The Green Inferno,2192291,7192291,5000000,5.3,2013,The Green Inferno,
Side Effects,2172757,32172757,30000000,7.1,2013,Side Effects,
The To Do List,1991669,3491669,1500000,5.8,2013,The To Do List,
Kick-Ass 2,795985,28795985,28000000,6.5,2013,Kick-Ass 2,
Free Birds,750480,55750480,55000000,5.8,2013,Free Birds,
Upstream Color,394098,444098,50000,6.7,2013,Upstream Color,
Coherence,52617,102617,50000,7.2,2013,Coherence,
Cheap Thrills,-140576,59424,200000,6.7,2013,Cheap Thrills,
Blue Ruin,-161616,258384,420000,7.1,2013,Blue Ruin,
The Canyons,-193175,56825,250000,3.8,2013,The Canyons,
Prince Avalanche,-519861,205139,725000,6.3,2013,Prince Avalanche,
Locke,-624231,1375769,2000000,7.1,2013,Locke,
Homefront,-1841102,20158898,22000000,6.5,2013,Homefront,
The Bling Ring,-2154268,5845732,8000000,5.6,2013,The Bling Ring,
Bad Words,-2220386,7779614,10000000,6.6,2013,Bad Words,
Syrup,-2499337,663,2500000,5.7,2013,Syrup,
All Is Lost,-2736330,6263670,9000000,6.9,2013,All Is Lost,
Joe,-3626625,373375,4000000,6.9,2013,Joe,
Adult World,-3974632,25368,4000000,6.1,2013,Adult World,
The Sacrament,-3990779,9221,4000000,6.1,2013,The Sacrament,
Only God Forgives,-4020812,779188,4800000,5.7,2013,Only God Forgives,
The East,-4198161,2301839,6500000,6.8,2013,The East,
Labor Day,-4628472,13371528,18000000,6.9,2013,Labor Day,
Filth,-4965589,34411,5000000,7.1,2013,Filth,
Pawn Shop Chronicles,-4991912,8088,5000000,5.9,2013,Pawn Shop Chronicles,
Anna,-6995712,4288,7000000,6.5,2013,Anna,
The Incredible Burt Wonderstone,-7462119,22537881,30000000,5.9,2013,The Incredible Burt Wonderstone,
G.I. Joe: Retaliation,-7476940,122523060,130000000,5.8,2013,G.I. Joe: Retaliation,
Getaway,-7498062,10501938,18000000,4.4,2013,Getaway,
The Counselor,-8026285,16973715,25000000,5.3,2013,The Counselor,
The Zero Theorem,-8242294,257706,8500000,6.1,2013,The Zero Theorem,
Welcome to the Punch,-8490253,9747,8500000,6.1,2013,Welcome to the Punch,
Closed Circuit,-9249599,5750401,15000000,6.2,2013,Closed Circuit,
Parkland,-9346349,653651,10000000,6.4,2013,Parkland,
Lovelace,-9643418,356582,10000000,6.2,2013,Lovelace,
Grudge Match,-10192740,29807260,40000000,6.4,2013,Grudge Match,
Stoker,-10285779,1714221,12000000,6.8,2013,Stoker,
Out of the Furnace,-10669151,11330849,22000000,6.8,2013,Out of the Furnace,
Runner Runner,-10683354,19316646,30000000,5.6,2013,Runner Runner,
Under the Skin,-10685749,2614251,13300000,6.3,2013,Under the Skin,
Rush,-11052376,26947624,38000000,8.1,2013,Rush,
Life of Crime,-11734548,265452,12000000,5.8,2013,Life of Crime,
Machete Kills,-11991839,8008161,20000000,5.6,2013,Machete Kills,
The Big Wedding,-13180652,21819348,35000000,5.6,2013,The Big Wedding,
The Internship,-13327236,44672764,58000000,6.3,2013,The Internship,
The Host,-13372799,26627201,40000000,5.9,2013,The Host,
The Immigrant,-13974672,2025328,16000000,6.6,2013,The Immigrant,
Gangster Squad,-13999097,46000903,60000000,6.7,2013,Gangster Squad,
Metallica Through the Never,-14580033,3419967,18000000,7.2,2013,Metallica Through the Never,
Broken City,-15298836,19701164,35000000,6.2,2013,Broken City,
Phantom,-16965411,1034589,18000000,5.9,2013,Phantom,
Parker,-17383359,17616641,35000000,6.2,2013,Parker,
Trance,-17671257,2328743,20000000,6.9,2013,Trance,
Dead Man Down,-19104705,10895295,30000000,6.5,2013,Dead Man Down,
Hummingbird,-19963105,36895,20000000,6.2,2013,Hummingbird,
Percy Jackson: Sea of Monsters,-21440446,68559554,90000000,5.8,2013,Percy Jackson: Sea of Monsters,
Elysium,-21949883,93050117,115000000,6.6,2013,Elysium,
A Good Day to Die Hard,-24650802,67349198,92000000,5.3,2013,A Good Day to Die Hard,
The Fifth Estate,-24744992,3255008,28000000,6.2,2013,The Fifth Estate,
Escape Plan,-24864035,25135965,50000000,6.7,2013,Escape Plan,
Blood Ties,-25457528,42472,25500000,6.5,2013,Blood Ties,
Third Person,-26978602,1021398,28000000,6.3,2013,Third Person,
Paranoia,-27611346,7388654,35000000,5.7,2013,Paranoia,
Oldboy,-27806342,2193658,30000000,5.7,2013,Oldboy,
The Mortal Instruments: City of Bones,-28834579,31165421,60000000,5.9,2013,The Mortal Instruments: City of Bones,
RED 2,-30737440,53262560,84000000,6.6,2013,RED 2,
Oblivion,-30892765,89107235,120000000,7,2013,Oblivion,
The Secret Life of Walter Mitty,-31763162,58236838,90000000,7.3,2013,The Secret Life of Walter Mitty,
The Last Stand,-32949701,12050299,45000000,6.3,2013,The Last Stand,
The Smurfs 2,-33982216,71017784,105000000,5.3,2013,The Smurfs 2,
Beautiful Creatures,-40547862,19452138,60000000,6.1,2013,Beautiful Creatures,
Walking with Dinosaurs 3D,-43923879,36076121,80000000,5.2,2013,Walking with Dinosaurs 3D,
Ender's Game,-48262809,61737191,110000000,6.6,2013,Ender's Game,
Turbo,-51971872,83028128,135000000,6.4,2013,Turbo,
After Earth,-69477903,60522097,130000000,4.8,2013,After Earth,
White House Down,-76896216,73103784,150000000,6.4,2013,White House Down,
Pacific Rim,-88197094,101802906,190000000,6.9,2013,Pacific Rim,
R.I.P.D.,-96381145,33618855,130000000,5.6,2013,R.I.P.D.,
The Lone Ranger,-125697885,89302115,215000000,6.4,2013,The Lone Ranger,
47 Ronin,-136637525,38362475,175000000,6.3,2013,47 Ronin,
American Sniper,291326372,350126372,58800000,7.3,2014,American Sniper,
The Hunger Games: Mockingjay - Part 1,212135885,337135885,125000000,6.6,2014,The Hunger Games: Mockingjay - Part 1,
The Lego Movie,197760692,257760692,60000000,7.7,2014,The Lego Movie,
Guardians of the Galaxy,163176600,333176600,170000000,8,2014,Guardians of the Galaxy,
22 Jump Street,141719337,191719337,50000000,7,2014,22 Jump Street,
Neighbors,132157400,150157400,18000000,6.3,2014,Neighbors,
The Fault in Our Stars,112872350,124872350,12000000,7.7,2014,The Fault in Our Stars,
