original_title,year,genre 1 kaggle,genre 2 kaggle,genre 3 kaggle,duration,country,language_1,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,Budget - Inflation Adjusted, USA Gross Income - Inflation Adjusted ,USA_Profit, WW Gross Income - Inflation Adjusted ,WorldWide_Profit
Wonder Wheel,2017,Drama,,,101,USA,English,Woody Allen,Woody Allen,"Justin Timberlake, Juno Temple, Robert C. Kirk, Kate Winslet, Jim Belushi, Jack Gore, Tommy Nohilly, Tony Sirico, Steve Schirripa, John Doumanian, Tom Guiry, Max Casella, Gregory Dann, Bobby Slayton, Michael Zegarski",Justin Timberlake,"Justin Timberlake, Juno Temple","On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.","On Coney Island in the 1950s,",6.2,"$26,396,356.89 ","$1,482,483.81 ","($23,517,516.19)","$16,776,599.51 ","($9,619,757.38)"
The Jacket,2005,Drama, Fantasy, Mystery,103,"Germany, USA",English,John Maybury,"Tom Bleecker, Marc Rocco","Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh, Kelly Lynch, Brad Renfro, Daniel Craig, Steven Mackintosh, Brendan Coyle, Mackenzie Phillips, Laura Marano, Jason Lewis, Richard Dillane, Jonah Lotan, Angel Coulby",Adrien Brody,"Adrien Brody, Keira Knightley","A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them.",A Gulf war veteran is wrongly,7.1,"$38,430,716.85 ","$8,353,727.33 ","($20,646,272.67)","$28,800,814.08 ","($9,629,902.77)"
Closed Circuit,2013,Crime, Drama, Mystery,96,"UK, USA",English,John Crowley,Steven Knight,"Kate Lock, Katherine Press, Patrick Warner, Ricky Nixon, Daniel Tuite, Zora Bishop, Vicky Jam, Zahra Ahmadi, Steve North, Denis Moschitto, Pinar Ögün, Hasancan Cifci, Andrew Havill, James Lowe, Jim Broadbent",Kate Lock,"Kate Lock, Katherine Press",A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,A high-profile terrorism case,6.2,"$16,664,727.83 ","$6,388,591.17 ","($8,611,408.83)","$7,034,669.34 ","($9,630,058.49)"
Original Sin,2001,Drama, Mystery, Romance,116,"France, Mexico, USA",English,Michael Cristofer,"Cornell Woolrich, Michael Cristofer","Antonio Banderas, Angelina Jolie, Thomas Jane, Jack Thompson, Gregory Itzin, Allison Mackie, Joan Pringle, Cordelia Richards, James Haven, Pedro Armendáriz Jr., Mario Iván Martínez, Harry Porter, Fernando Torre Laphame, Shaula Vega, Lisa Owen",Antonio Banderas,"Antonio Banderas, Angelina Jolie","A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.","A woman, along with her lover,",6.1,"$61,378,102.77 ","$24,162,836.09 ","($17,837,163.91)","$51,736,362.74 ","($9,641,740.03)"
Alone in the Dark,2005,Action, Horror, Sci-Fi,99,"Canada, Germany, USA",English,Uwe Boll,"Elan Mastai, Michael Roesch","Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner, Matthew Walker, Will Sanderson, Mark Acheson, Darren Shahlavi, Karin Konoval, Craig Bruhnanski, Kwesi Ameyaw, Dustyn Arthurs, Catherine Lough Haggquist, Ed Anders, Brad Turner",Christian Slater,"Christian Slater, Tara Reid",A detective of the paranormal slowly unravels mysterious events with deadly results.,A detective of the paranormal,2.4,"$26,503,942.65 ","$6,862,624.79 ","($13,137,375.21)","$16,821,581.96 ","($9,682,360.69)"
Universal Soldier: Day of Reckoning,2012,Action, Horror, Mystery,114,USA,English,John Hyams,"John Hyams, Doug Magnuson","Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins, Mariah Bonner, Andrei Arlovski, Tony Jarreau, Craig Walker, Andrew Sikking, James DuMont, David Jensen, Audrey P. Scott, Rus Blackwell, Dane Rhodes, Susan Mansur, Kris Van Damme",Jean-Claude Van Damme,Jean-Claude Van Damme,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.",John looks to take down Luc Deveraux,5,"$11,272,550.68 ","$6,154.81 ","($9,993,845.19)","$1,580,757.67 ","($9,691,793.01)"
Fido,2006,Comedy, Drama, Horror,93,Canada,English,Andrew Currie,"Robert Chomiak, Andrew Currie","David Kaye, Jan Skorzewski, Kevin Tyell, Andy Parkin, Lynn Pendleton, Gary Slater, Taylor Petri, Glenn Richards, Raphael Kepinski, Carl-James Kalbfleisch, Tiffany Lyndall-Knight, Kesun Loder, Alexia Fast, Henry Czerny, Aaron Brown",David Kaye,"David Kaye, Jan Skorzewski","Space radiation turns the dead into Zombies. Zomcon fights zombies and finds ways to pacify and use them. On pre-teen Timmy's (Kesun Loder's) 1950s suburban street, they all have a zombie doing menial chores. Timmy's zombie becomes his pet and friend, and is named Fido (Sir Billy Connolly).",Space radiation turns the dead,6.7,"$10,270,277.78 ","$390,954.81 ","($7,609,045.19)","$547,179.86 ","($9,723,097.92)"
Billy Lynn's Long Halftime Walk,2016,Action, Drama, Sport,113,"UK, China, USA",English,Ang Lee,"Ben Fountain, Jean-Christophe Castelli","Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee, Astro, Beau Knapp, Ismael Cruz Cordova, Barney Harris, Vin Diesel, Steve Martin, Chris Tucker, Kristen Stewart, Makenzie Leigh, Ben Platt, Bruce McKinnon",Joe Alwyn,"Joe Alwyn, Garrett Hedlund","19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks, the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.",19-year-old Billy Lynn is brought,6.2,"$43,133,908.59 ","$1,874,682.70 ","($38,125,317.30)","$33,354,355.91 ","($9,779,552.68)"
The Paperboy,2012,Crime, Drama, Mystery,107,USA,English,Lee Daniels,"Peter Dexter, Lee Daniels","Zac Efron, Matthew McConaughey, Nicole Kidman, John Cusack, David Oyelowo, Scott Glenn, Ned Bellamy, Nealla Gordon, Macy Gray, Edrick Browne, Kevin Waterman, Danny Hanemann, Peter Murnik, John P. Fertitta, Jay Oliver",Zac Efron,"Zac Efron, Matthew McConaughey",A reporter returns to his Florida hometown to investigate a case involving a death row inmate.,A reporter returns to his Florida,5.8,"$14,090,688.35 ","$781,510.16 ","($11,718,489.84)","$4,265,381.00 ","($9,825,307.35)"
Violet & Daisy,2011,Action, Comedy, Crime,88,USA,English,Geoffrey Fletcher,Geoffrey Fletcher,"Saoirse Ronan, Alexis Bledel, James Gandolfini, Marianne Jean-Baptiste, Danny Trejo, Lynda Gravatt, Tatiana Maslany, Cody Horn, John Ventimiglia, Stu 'Large' Riley, Neville Archambault, Danny Hoch, Tuffy Questell, Nick Choksi, Gary Hope",Saoirse Ronan,"Saoirse Ronan, Alexis Bledel","Two teenage assassins accept what they think will be a quick-and-easy job, until an unexpected target throws them off their plan.",Two teenage assassins accept what,6.1,"$10,000,000.00 ","$19,773.92 ","($7,980,226.08)","$124,422.90 ","($9,875,577.10)"
Vanishing on 7th Street,2010,Horror, Mystery, Thriller,92,USA,English,Brad Anderson,Anthony Jaswinski,"Hayden Christensen, John Leguizamo, Thandie Newton, Jacob Latimore, Taylor Groothuis, Jordan Trovillion, Arthur Cartwright, Neal Huff, Hugh Maguire, Erin Nicole, Stephen Clark, Carolyn Clifford-Taylor, Larry Fessenden, Nicholas Yu",Hayden Christensen,"Hayden Christensen, John Leguizamo","The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is coming for them.",The population of Detroit has,4.9,"$11,869,015.30 ","$26,977.08 ","($9,973,022.92)","$1,983,545.09 ","($9,885,470.21)"
The Human Stain,2003,Drama, Romance, Thriller,106,"Germany, Ireland, USA",English,Robert Benton,"Philip Roth, Nicholas Meyer","Anthony Hopkins, Nicole Kidman, Ed Harris, Gary Sinise, Wentworth Miller, Jacinda Barrett, Harry Lennix, Clark Gregg, Anna Deavere Smith, Lizan Mitchell, Kerry Washington, Phyllis Newman, Margo Martindale, Ron Canada, Mili Avital",Anthony Hopkins,"Anthony Hopkins, Nicole Kidman","When a disgraced former college dean has a romance with a mysterious younger woman haunted by her dark, twisted past, he is forced to confront a shocking fact about his own life that he has kept secret for fifty years.",When a disgraced former college,6.2,"$42,197,445.65 ","$7,570,092.34 ","($22,429,907.66)","$32,286,767.90 ","($9,910,677.75)"
From Justin to Kelly,2003,Comedy, Musical, Romance,81,USA,English,Robert Iscove,Kim Fuller,"Kelly Clarkson, Justin Guarini, Katherine Bailess, Anika Noni Rose, Greg Siff, Brian Dietzen, Jason Yribar, Theresa San-Nicholas, Justin Gorence, Christopher Bryan, Kaitlin Riley, Renee Robertson, Yamil Piedra, Marc Macaulay, Toi Svane Stepp",Kelly Clarkson,"Kelly Clarkson, Justin Guarini","A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.",A waitress from Texas and a college,2.1,"$16,878,978.26 ","$6,932,875.75 ","($5,067,124.25)","$6,932,875.75 ","($9,946,102.51)"
Repo! The Genetic Opera,2008,Horror, Musical, Sci-Fi,98,USA,English,Darren Lynn Bousman,"Darren Smith, Terrance Zdunich","Alexa PenaVega, Paul Sorvino, Anthony Head, Sarah Brightman, Paris Hilton, Bill Moseley, Kevin 'ohGr' Ogilvie, Terrance Zdunich, Sarah Power, Jessica Horn, Branko Lebar, Briana Buckmaster, Anna Kostan, Brad Austin, Marty Adams",Alexa PenaVega,"Alexa PenaVega, Paul Sorvino","A worldwide epidemic encourages a biotech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.",A worldwide epidemic encourages,6.6,"$10,217,663.01 ","$176,404.95 ","($8,323,595.05)","$226,142.13 ","($9,991,520.88)"
The Ledge,2011,Drama, Romance, Thriller,101,"USA, Germany, Saudi Arabia",English,Matthew Chapman,Matthew Chapman,"Charlie Hunnam, Terrence Howard, Liv Tyler, Patrick Wilson, Jaqueline Fleming, Christopher Gorham, Maxine Greco, Geraldine Singer, Dean J. West, Brianna Dufrene, Jillian Batherson, Tyler Humphrey, Mike Pniewski, Katia Gomez",Charlie Hunnam,"Charlie Hunnam, Terrence Howard","A police officer looks to talk down a young man lured by his lover's husband to the ledge of a high rise, where he has one hour to contemplate a fateful decision.",A police officer looks to talk,6.5,"$11,505,830.47 ","$10,603.77 ","($9,989,396.23)","$1,434,993.37 ","($10,070,837.10)"
The Double,2011,Action, Drama, Thriller,98,"USA, United Arab Emirates",English,Michael Brandt,"Michael Brandt, Derek Haas","Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan, Stephen Moyer, Chris Marquette, Odette Annable, Stana Katic, Yuri Sardarov, Ivan Fedorov, Ed Kelly, Jeffrey Pierce, Lawrence Gilliard Jr., Mike Kraft, Andy Manning",Richard Gere,"Richard Gere, Topher Grace","A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin.",A retired CIA operative is paired,5.9,"$15,532,871.13 ","$158,689.56 ","($13,341,310.44)","$5,442,090.98 ","($10,090,780.15)"
Dredd,2012,Action, Crime, Sci-Fi,95,"UK, South Africa, USA, India",English,Pete Travis,"John Wagner, Carlos Ezquerra","Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau, Jason Cope, Emma Breschi, Olivia Thirlby, Rakie Ayola, Lena Headey, Tamer Burjaq, Warrick Grier, Wood Harris, Shoki Mokgapa, Yohan Chun, Eden Knowles",Karl Urban,"Karl Urban, Rachel Wood","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.","In a violent, futuristic city",7.1,"$56,362,753.38 ","$15,121,804.34 ","($34,878,195.66)","$46,260,002.63 ","($10,102,750.75)"
Basic,2003,Action, Crime, Drama,98,"Germany, USA",English,John McTiernan,James Vanderbilt,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly, Giovanni Ribisi, Brian Van Holt, Taye Diggs, Dash Mihok, Cristián de la Fuente, Roselyn Sanchez, Harry Connick Jr., Georgia Hausserman, Margaret Travolta, Dena Johnston, Nick Loren",John Travolta,"John Travolta, Connie Nielsen",A D.E.A. Agent investigates the disappearance of a legendary Army Ranger Drill Sergeant and several of his cadets during a training exercise gone severely awry.,A D.E.A. Agent investigates the,6.5,"$70,329,076.09 ","$37,686,976.16 ","($12,313,023.84)","$60,191,225.57 ","($10,137,850.52)"
Showtime,2002,Action, Comedy, Crime,95,"USA, Australia",English,Tom Dey,"Jorge Saralegui, Keith Sharon","Robert De Niro, Rachael Harris, Eddie Murphy, Zaid Farid, Alex Borstein, Holly Mandel, Marshall Manesh, Nestor Serrano, T.J. Cross, Yasiin Bey, James Roday Rodriguez, Joel Hurt Jones, Chris Harrison, Perri Peltz, Amy Powell",Robert De Niro,"Robert De Niro, Rachael Harris","A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based television cop show, while tracking down the manufacturer and distributor of an illegally made semi-automatic firearm.",A spoof of buddy cop movies where,5.5,"$122,284,241.25 ","$54,787,241.66 ","($30,212,758.34)","$112,049,297.70 ","($10,234,943.55)"
Post Grad,2009,Comedy, Romance,,88,USA,English,Vicky Jenson,Kelly Fremon Craig,"Alexis Bledel, Zach Gilford, Michael Keaton, Jane Lynch, Bobby Coleman, Carol Burnett, Rodrigo Santoro, Catherine Reitman, Mary Anne McGarry, J.K. Simmons, Robert Arce, Jeanie Hackett, Oscar Dillon, Vanessa Branch, Shirley Jordan",Alexis Bledel,"Alexis Bledel, Zach Gilford","Ryden Malby graduates from college and is forced to move back into her childhood home with her eccentric family, while she attempts to find a job, the right guy, and just a hint of where her life is headed.",Ryden Malby graduates from college,5.3,"$18,095,549.95 ","$7,696,663.50 ","($7,303,336.50)","$7,738,536.60 ","($10,357,013.35)"
The Rover,2014,Action, Crime, Drama,103,"Australia, USA",English,David Michôd,"David Michôd, David Michôd","Guy Pearce, Chan Kien, Tek Kong Lim, Tawanda Manyimo, Scoot McNairy, David Field, Scott Perry, Robert Pattinson, Richard Green, Ben Armer, Ethan Hanslow, Gillian Jones, Jamie Fallon, Frank C. Sun, Samuel F. Lee",Guy Pearce,"Guy Pearce, Chan Kien","10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey.",10 years after a global economic,6.4,"$13,118,967.96 ","$1,218,339.97 ","($10,781,660.03)","$2,744,058.45 ","($10,374,909.51)"
Meet Dave,2008,Adventure, Comedy, Family,90,USA,English,Brian Robbins,"Rob Greenberg, Bill Corbett","Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan, Ed Helms, Kevin Hart, Mike O'Malley, Pat Kilbane, Judah Friedlander, Marc Blucas, Jim Turner, Austyn Myers, Adam Tomei, Brian Huskey, Shawn Christian",Eddie Murphy,"Eddie Murphy, Elizabeth Banks","A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",A crew of miniature aliens operate,5,"$72,124,680.10 ","$14,188,431.98 ","($45,811,568.02)","$61,714,164.11 ","($10,410,515.99)"
It's a Boy Girl Thing,2006,Comedy, Fantasy, Romance,95,"USA, UK, Canada",English,Nick Hurran,"Geoff Deane, Steve Hamilton Shaw","Samaire Armstrong, Kevin Zegers, Sherry Miller, Robert Joy, Sharon Osbourne, Maury Chaykin, Mpho Koaho, Dan Warry-Smith, Balázs Koós, Emily Hampshire, Brooke D'Orsay, Kathryn Haggis, Genelle Williams, Alex Nussbaum, Jack Duffy",Samaire Armstrong,"Samaire Armstrong, Kevin Zegers","Sworn enemies find themselves in each other's bodies, and use this to ruin each other's lives.",Sworn enemies find themselves,6.3,"$19,898,663.19 ","$1,088.65 ","($15,498,911.35)","$9,481,621.86 ","($10,417,041.33)"
Dracula 2000,2000,Action, Fantasy, Horror,99,USA,English,Patrick Lussier,"Joel Soisson, Patrick Lussier","Gerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell, Vitamin C, Jennifer Esposito, Omar Epps, Sean Patrick Thomas, Danny Masterson, Lochlyn Munro, Tig Fong, Tony Munch, Jeri Ryan, Shane West, Nathan Fillion",Gerard Butler,"Gerard Butler, Christopher Plummer","A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.",A group of thieves breaks into,4.9,"$81,160,243.90 ","$49,632,144.89 ","($4,367,855.11)","$70,720,068.18 ","($10,440,175.72)"
"War, Inc.",2008,Action, Comedy, Thriller,107,USA,English,Joshua Seftel,"Mark Leyner, Jeremy Pikser","John Cusack, Hilary Duff, Marisa Tomei, Joan Cusack, Dan Aykroyd, Sergej Trifunovic, Ned Bellamy, John McLaughlin, Montel Williams, Ben Kingsley, Lyubomir Neikov, Nikolay Stanoev, George Zlatarev, Bashar Rahal, Velislav Pavlov",John Cusack,"John Cusack, Hilary Duff","A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician.",A corporation hires a professional,5.6,"$12,020,780.02 ","$698,241.43 ","($9,301,758.57)","$1,558,114.27 ","($10,462,665.75)"
Thank You for Your Service,2017,Biography, Drama, War,109,"USA, India",English,Jason Hall,"David Finkel, Jason Hall","Miles Teller, Beulah Koale, Joe Cole, Scott Haze, Haley Bennett, Amy Schumer, Omar J. Dorsey, Keisha Castle-Hughes, Brad Beyer, Kerry Cahill, Stella Pileggi, David Morse, Adam Schumann, Tony Winters, Han Soto",Miles Teller,"Miles Teller, Beulah Koale","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",A group of U.S. soldiers returning,6.5,"$21,117,085.51 ","$10,068,943.13 ","($9,931,056.87)","$10,553,994.13 ","($10,563,091.38)"
The Killer Inside Me,2010,Crime, Drama, Thriller,109,"UK, Sweden, Canada, USA",English,Michael Winterbottom,"John Curran, Jim Thompson","Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty, Elias Koteas, Tom Bower, Simon Baker, Bill Pullman, Brent Briscoe, Matthew Maher, Liam Aiken, Jay R. Ferguson, Ali Nazary, Blake Lindsley, Zach Josse",Casey Affleck,"Casey Affleck, Kate Hudson",A West Texas Deputy Sheriff is slowly unmasked as a psychotic killer.,A West Texas Deputy Sheriff is,6.1,"$15,429,719.89 ","$257,886.40 ","($12,742,113.60)","$4,809,551.70 ","($10,620,168.19)"
